colour	size	x	xend	y	yend	key	showSelected.variable	showSelected.value	showSelected2
#FF0000	4	64.152228	64.152228	1	-1	BIC 64152228	BIC.thresh	-5.579	1 2
#FF0000	4	68.340447	68.340447	1	-1	BIC 68340447	BIC.thresh	-5.579	1 2
#FF0000	4	86.099986	86.099986	1	-1	BIC 86099986	BIC.thresh	-5.579	1 2
#FF0000	4	87.710666	87.710666	1	-1	BIC 87710666	BIC.thresh	-5.579	1 2
#FF0000	4	92.118693	92.118693	1	-1	BIC 92118693	BIC.thresh	-5.579	1 2
#FF0000	4	93.81244	93.81244	1	-1	BIC 93812440	BIC.thresh	-5.579	1 2
#FF0000	4	193.58194	193.58194	1	-1	BIC 193581940	BIC.thresh	-5.579	1 2
#FF0000	4	194.632071	194.632071	1	-1	BIC 194632071	BIC.thresh	-5.579	1 2
#FF0000	4	195.854355	195.854355	1	-1	BIC 195854355	BIC.thresh	-5.579	1 2
#FF0000	4	219.081222	219.081222	1	-1	BIC 219081222	BIC.thresh	-5.579	1 2
#FF0000	4	220.606976	220.606976	1	-1	BIC 220606976	BIC.thresh	-5.579	1 2
#FF0000	4	238.160424	238.160424	1	-1	BIC 238160424	BIC.thresh	-5.579	1 2
#FF0000	4	0.929926	0.929926	1	-1	BIC 929926	BIC.thresh	-5.579	1 3
#FF0000	4	2.215747	2.215747	1	-1	BIC 2215747	BIC.thresh	-5.579	1 3
#FF0000	4	15.427593	15.427593	1	-1	BIC 15427593	BIC.thresh	-5.579	1 3
#FF0000	4	29.352176	29.352176	1	-1	BIC 29352176	BIC.thresh	-5.579	1 3
#FF0000	4	29.99058	29.99058	1	-1	BIC 29990580	BIC.thresh	-5.579	1 3
#FF0000	4	47.517969	47.517969	1	-1	BIC 47517969	BIC.thresh	-5.579	1 3
#FF0000	4	48.751241	48.751241	1	-1	BIC 48751241	BIC.thresh	-5.579	1 3
#FF0000	4	49.782072	49.782072	1	-1	BIC 49782072	BIC.thresh	-5.579	1 3
#FF0000	4	52.496292	52.496292	1	-1	BIC 52496292	BIC.thresh	-5.579	1 3
#FF0000	4	53.995148	53.995148	1	-1	BIC 53995148	BIC.thresh	-5.579	1 3
#FF0000	4	75.025831	75.025831	1	-1	BIC 75025831	BIC.thresh	-5.579	1 3
#FF0000	4	76.651436	76.651436	1	-1	BIC 76651436	BIC.thresh	-5.579	1 3
#FF0000	4	78.119337	78.119337	1	-1	BIC 78119337	BIC.thresh	-5.579	1 3
#FF0000	4	81.662106	81.662106	1	-1	BIC 81662106	BIC.thresh	-5.579	1 3
#FF0000	4	83.911217	83.911217	1	-1	BIC 83911217	BIC.thresh	-5.579	1 3
#FF0000	4	85.598861	85.598861	1	-1	BIC 85598861	BIC.thresh	-5.579	1 3
#FF0000	4	91.441527	91.441527	1	-1	BIC 91441527	BIC.thresh	-5.579	1 3
#FF0000	4	96.000707	96.000707	1	-1	BIC 96000707	BIC.thresh	-5.579	1 3
#FF0000	4	195.008345	195.008345	1	-1	BIC 195008345	BIC.thresh	-5.579	1 3
#FF0000	4	1.898705	1.898705	1	-1	BIC 1898705	BIC.thresh	-5.579	1 4
#FF0000	4	1.997032	1.997032	1	-1	BIC 1997032	BIC.thresh	-5.579	1 4
#FF0000	4	2.482442	2.482442	1	-1	BIC 2482442	BIC.thresh	-5.579	1 4
#FF0000	4	2.795319	2.795319	1	-1	BIC 2795319	BIC.thresh	-5.579	1 4
#FF0000	4	10.706047	10.706047	1	-1	BIC 10706047	BIC.thresh	-5.579	1 4
#FF0000	4	39.462445	39.462445	1	-1	BIC 39462445	BIC.thresh	-5.579	1 4
#FF0000	4	39.894624	39.894624	1	-1	BIC 39894624	BIC.thresh	-5.579	1 4
#FF0000	4	42.47043	42.47043	1	-1	BIC 42470430	BIC.thresh	-5.579	1 4
#FF0000	4	43.580773	43.580773	1	-1	BIC 43580773	BIC.thresh	-5.579	1 4
#FF0000	4	59.336627	59.336627	1	-1	BIC 59336627	BIC.thresh	-5.579	1 4
#FF0000	4	60.701622	60.701622	1	-1	BIC 60701622	BIC.thresh	-5.579	1 4
#FF0000	4	88.54905	88.54905	1	-1	BIC 88549050	BIC.thresh	-5.579	1 4
#FF0000	4	88.787528	88.787528	1	-1	BIC 88787528	BIC.thresh	-5.579	1 4
#FF0000	4	125.40606	125.40606	1	-1	BIC 125406060	BIC.thresh	-5.579	1 4
#FF0000	4	128.620932	128.620932	1	-1	BIC 128620932	BIC.thresh	-5.579	1 4
#FF0000	4	154.903131	154.903131	1	-1	BIC 154903131	BIC.thresh	-5.579	1 4
#FF0000	4	157.866992	157.866992	1	-1	BIC 157866992	BIC.thresh	-5.579	1 4
#FF0000	4	180.3119	180.3119	1	-1	BIC 180311900	BIC.thresh	-5.579	1 4
#FF0000	4	181.654661	181.654661	1	-1	BIC 181654661	BIC.thresh	-5.579	1 4
#FF0000	4	2.447224	2.447224	1	-1	BIC 2447224	BIC.thresh	-5.579	1 11
#FF0000	4	2.79624	2.79624	1	-1	BIC 2796240	BIC.thresh	-5.579	1 11
#FF0000	4	2.810546	2.810546	1	-1	BIC 2810546	BIC.thresh	-5.579	1 11
#FF0000	4	12.965276	12.965276	1	-1	BIC 12965276	BIC.thresh	-5.579	1 11
#FF0000	4	32.33502	32.33502	1	-1	BIC 32335020	BIC.thresh	-5.579	1 11
#FF0000	4	37.078883	37.078883	1	-1	BIC 37078883	BIC.thresh	-5.579	1 11
#FF0000	4	39.085194	39.085194	1	-1	BIC 39085194	BIC.thresh	-5.579	1 11
#FF0000	4	47.798791	47.798791	1	-1	BIC 47798791	BIC.thresh	-5.579	1 11
#FF0000	4	53.733945	53.733945	1	-1	BIC 53733945	BIC.thresh	-5.579	1 11
#FF0000	4	80.058339	80.058339	1	-1	BIC 80058339	BIC.thresh	-5.579	1 11
#FF0000	4	80.915815	80.915815	1	-1	BIC 80915815	BIC.thresh	-5.579	1 11
#FF0000	4	82.025072	82.025072	1	-1	BIC 82025072	BIC.thresh	-5.579	1 11
#FF0000	4	88.380407	88.380407	1	-1	BIC 88380407	BIC.thresh	-5.579	1 11
#FF0000	4	93.072947	93.072947	1	-1	BIC 93072947	BIC.thresh	-5.579	1 11
#FF0000	4	94.713368	94.713368	1	-1	BIC 94713368	BIC.thresh	-5.579	1 11
#FF0000	4	99.34462	99.34462	1	-1	BIC 99344620	BIC.thresh	-5.579	1 11
#FF0000	4	107.582587	107.582587	1	-1	BIC 107582587	BIC.thresh	-5.579	1 11
#FF0000	4	108.392529	108.392529	1	-1	BIC 108392529	BIC.thresh	-5.579	1 11
#FF0000	4	133.594824	133.594824	1	-1	BIC 133594824	BIC.thresh	-5.579	1 11
#FF0000	4	10.505402	10.505402	1	-1	BIC 10505402	BIC.thresh	-5.579	1 17
#FF0000	4	16.894198	16.894198	1	-1	BIC 16894198	BIC.thresh	-5.579	1 17
#FF0000	4	19.219438	19.219438	1	-1	BIC 19219438	BIC.thresh	-5.579	1 17
#FF0000	4	21.439446	21.439446	1	-1	BIC 21439446	BIC.thresh	-5.579	1 17
#FF0000	4	26.080296	26.080296	1	-1	BIC 26080296	BIC.thresh	-5.579	1 17
#FF0000	4	29.367502	29.367502	1	-1	BIC 29367502	BIC.thresh	-5.579	1 17
#FF0000	4	29.603343	29.603343	1	-1	BIC 29603343	BIC.thresh	-5.579	1 17
#FF0000	4	29.837533	29.837533	1	-1	BIC 29837533	BIC.thresh	-5.579	1 17
#FF0000	4	29.967857	29.967857	1	-1	BIC 29967857	BIC.thresh	-5.579	1 17
#FF0000	4	31.211568	31.211568	1	-1	BIC 31211568	BIC.thresh	-5.579	1 17
#FF0000	4	33.102625	33.102625	1	-1	BIC 33102625	BIC.thresh	-5.579	1 17
#FF0000	4	48.138518	48.138518	1	-1	BIC 48138518	BIC.thresh	-5.579	1 17
#FF0000	4	48.22126	48.22126	1	-1	BIC 48221260	BIC.thresh	-5.579	1 17
#FF0000	4	58.774437	58.774437	1	-1	BIC 58774437	BIC.thresh	-5.579	1 17
#FF0000	4	59.925227	59.925227	1	-1	BIC 59925227	BIC.thresh	-5.579	1 17
#FF0000	4	65.332877	65.332877	1	-1	BIC 65332877	BIC.thresh	-5.579	1 17
#FF0000	4	67.5523	67.5523	1	-1	BIC 67552300	BIC.thresh	-5.579	1 17
#FF0000	4	75.799199	75.799199	1	-1	BIC 75799199	BIC.thresh	-5.579	1 17
#FF0000	4	76.12659	76.12659	1	-1	BIC 76126590	BIC.thresh	-5.579	1 17
#FF0000	4	5.546009	5.546009	1	-1	BIC 5546009	BIC.thresh	-5.579	4 1
#FF0000	4	7.945987	7.945987	1	-1	BIC 7945987	BIC.thresh	-5.579	4 1
#FF0000	4	8.00173	8.00173	1	-1	BIC 8001730	BIC.thresh	-5.579	4 1
#FF0000	4	11.287549	11.287549	1	-1	BIC 11287549	BIC.thresh	-5.579	4 1
#FF0000	4	15.423035	15.423035	1	-1	BIC 15423035	BIC.thresh	-5.579	4 1
#FF0000	4	17.080142	17.080142	1	-1	BIC 17080142	BIC.thresh	-5.579	4 1
#FF0000	4	19.698847	19.698847	1	-1	BIC 19698847	BIC.thresh	-5.579	4 1
#FF0000	4	22.488058	22.488058	1	-1	BIC 22488058	BIC.thresh	-5.579	4 1
#FF0000	4	22.714128	22.714128	1	-1	BIC 22714128	BIC.thresh	-5.579	4 1
#FF0000	4	32.223937	32.223937	1	-1	BIC 32223937	BIC.thresh	-5.579	4 1
#FF0000	4	32.769821	32.769821	1	-1	BIC 32769821	BIC.thresh	-5.579	4 1
#FF0000	4	37.553416	37.553416	1	-1	BIC 37553416	BIC.thresh	-5.579	4 1
#FF0000	4	47.640145	47.640145	1	-1	BIC 47640145	BIC.thresh	-5.579	4 1
#FF0000	4	48.252416	48.252416	1	-1	BIC 48252416	BIC.thresh	-5.579	4 1
#FF0000	4	54.323766	54.323766	1	-1	BIC 54323766	BIC.thresh	-5.579	4 1
#FF0000	4	57.807361	57.807361	1	-1	BIC 57807361	BIC.thresh	-5.579	4 1
#FF0000	4	58.14662	58.14662	1	-1	BIC 58146620	BIC.thresh	-5.579	4 1
#FF0000	4	59.16992	59.16992	1	-1	BIC 59169920	BIC.thresh	-5.579	4 1
#FF0000	4	59.7925	59.7925	1	-1	BIC 59792500	BIC.thresh	-5.579	4 1
#FF0000	4	15.469702	15.469702	1	-1	BIC 15469702	BIC.thresh	-5.579	4 2
#FF0000	4	15.798686	15.798686	1	-1	BIC 15798686	BIC.thresh	-5.579	4 2
#FF0000	4	32.20514	32.20514	1	-1	BIC 32205140	BIC.thresh	-5.579	4 2
#FF0000	4	45.164625	45.164625	1	-1	BIC 45164625	BIC.thresh	-5.579	4 2
#FF0000	4	59.137239	59.137239	1	-1	BIC 59137239	BIC.thresh	-5.579	4 2
#FF0000	4	60.590265	60.590265	1	-1	BIC 60590265	BIC.thresh	-5.579	4 2
#FF0000	4	114.042111	114.042111	1	-1	BIC 114042111	BIC.thresh	-5.579	4 2
#FF0000	4	117.827254	117.827254	1	-1	BIC 117827254	BIC.thresh	-5.579	4 2
#FF0000	4	119.628314	119.628314	1	-1	BIC 119628314	BIC.thresh	-5.579	4 2
#FF0000	4	124.717546	124.717546	1	-1	BIC 124717546	BIC.thresh	-5.579	4 2
#FF0000	4	126.724716	126.724716	1	-1	BIC 126724716	BIC.thresh	-5.579	4 2
#FF0000	4	128.204203	128.204203	1	-1	BIC 128204203	BIC.thresh	-5.579	4 2
#FF0000	4	129.274928	129.274928	1	-1	BIC 129274928	BIC.thresh	-5.579	4 2
#FF0000	4	154.536874	154.536874	1	-1	BIC 154536874	BIC.thresh	-5.579	4 2
#FF0000	4	159.001095	159.001095	1	-1	BIC 159001095	BIC.thresh	-5.579	4 2
#FF0000	4	162.379863	162.379863	1	-1	BIC 162379863	BIC.thresh	-5.579	4 2
#FF0000	4	163.323003	163.323003	1	-1	BIC 163323003	BIC.thresh	-5.579	4 2
#FF0000	4	230.271463	230.271463	1	-1	BIC 230271463	BIC.thresh	-5.579	4 2
#FF0000	4	242.412884	242.412884	1	-1	BIC 242412884	BIC.thresh	-5.579	4 2
#FF0000	4	0.929926	0.929926	1	-1	BIC 929926	BIC.thresh	-5.579	4 3
#FF0000	4	2.215747	2.215747	1	-1	BIC 2215747	BIC.thresh	-5.579	4 3
#FF0000	4	9.814782	9.814782	1	-1	BIC 9814782	BIC.thresh	-5.579	4 3
#FF0000	4	12.743847	12.743847	1	-1	BIC 12743847	BIC.thresh	-5.579	4 3
#FF0000	4	18.251419	18.251419	1	-1	BIC 18251419	BIC.thresh	-5.579	4 3
#FF0000	4	21.789291	21.789291	1	-1	BIC 21789291	BIC.thresh	-5.579	4 3
#FF0000	4	29.352176	29.352176	1	-1	BIC 29352176	BIC.thresh	-5.579	4 3
#FF0000	4	29.99058	29.99058	1	-1	BIC 29990580	BIC.thresh	-5.579	4 3
#FF0000	4	30.693412	30.693412	1	-1	BIC 30693412	BIC.thresh	-5.579	4 3
#FF0000	4	31.376056	31.376056	1	-1	BIC 31376056	BIC.thresh	-5.579	4 3
#FF0000	4	37.475913	37.475913	1	-1	BIC 37475913	BIC.thresh	-5.579	4 3
#FF0000	4	39.770167	39.770167	1	-1	BIC 39770167	BIC.thresh	-5.579	4 3
#FF0000	4	40.536858	40.536858	1	-1	BIC 40536858	BIC.thresh	-5.579	4 3
#FF0000	4	44.890019	44.890019	1	-1	BIC 44890019	BIC.thresh	-5.579	4 3
#FF0000	4	46.656706	46.656706	1	-1	BIC 46656706	BIC.thresh	-5.579	4 3
#FF0000	4	47.517969	47.517969	1	-1	BIC 47517969	BIC.thresh	-5.579	4 3
#FF0000	4	69.953902	69.953902	1	-1	BIC 69953902	BIC.thresh	-5.579	4 3
#FF0000	4	114.275063	114.275063	1	-1	BIC 114275063	BIC.thresh	-5.579	4 3
#FF0000	4	116.232712	116.232712	1	-1	BIC 116232712	BIC.thresh	-5.579	4 3
#FF0000	4	0.625959	0.625959	1	-1	BIC 625959	BIC.thresh	-5.579	4 4
#FF0000	4	1.405818	1.405818	1	-1	BIC 1405818	BIC.thresh	-5.579	4 4
#FF0000	4	1.919393	1.919393	1	-1	BIC 1919393	BIC.thresh	-5.579	4 4
#FF0000	4	1.997032	1.997032	1	-1	BIC 1997032	BIC.thresh	-5.579	4 4
#FF0000	4	2.795319	2.795319	1	-1	BIC 2795319	BIC.thresh	-5.579	4 4
#FF0000	4	5.89901	5.89901	1	-1	BIC 5899010	BIC.thresh	-5.579	4 4
#FF0000	4	7.66236	7.66236	1	-1	BIC 7662360	BIC.thresh	-5.579	4 4
#FF0000	4	22.5544	22.5544	1	-1	BIC 22554400	BIC.thresh	-5.579	4 4
#FF0000	4	38.685176	38.685176	1	-1	BIC 38685176	BIC.thresh	-5.579	4 4
#FF0000	4	49.163682	49.163682	1	-1	BIC 49163682	BIC.thresh	-5.579	4 4
#FF0000	4	51.930606	51.930606	1	-1	BIC 51930606	BIC.thresh	-5.579	4 4
#FF0000	4	54.927654	54.927654	1	-1	BIC 54927654	BIC.thresh	-5.579	4 4
#FF0000	4	88.903979	88.903979	1	-1	BIC 88903979	BIC.thresh	-5.579	4 4
#FF0000	4	90.540971	90.540971	1	-1	BIC 90540971	BIC.thresh	-5.579	4 4
#FF0000	4	145.732195	145.732195	1	-1	BIC 145732195	BIC.thresh	-5.579	4 4
#FF0000	4	147.126469	147.126469	1	-1	BIC 147126469	BIC.thresh	-5.579	4 4
#FF0000	4	149.860861	149.860861	1	-1	BIC 149860861	BIC.thresh	-5.579	4 4
#FF0000	4	185.927908	185.927908	1	-1	BIC 185927908	BIC.thresh	-5.579	4 4
#FF0000	4	186.174946	186.174946	1	-1	BIC 186174946	BIC.thresh	-5.579	4 4
#FF0000	4	9.417941	9.417941	1	-1	BIC 9417941	BIC.thresh	-5.579	4 11
#FF0000	4	33.115752	33.115752	1	-1	BIC 33115752	BIC.thresh	-5.579	4 11
#FF0000	4	34.614802	34.614802	1	-1	BIC 34614802	BIC.thresh	-5.579	4 11
#FF0000	4	44.264237	44.264237	1	-1	BIC 44264237	BIC.thresh	-5.579	4 11
#FF0000	4	53.226952	53.226952	1	-1	BIC 53226952	BIC.thresh	-5.579	4 11
#FF0000	4	55.956738	55.956738	1	-1	BIC 55956738	BIC.thresh	-5.579	4 11
#FF0000	4	63.325491	63.325491	1	-1	BIC 63325491	BIC.thresh	-5.579	4 11
#FF0000	4	68.723168	68.723168	1	-1	BIC 68723168	BIC.thresh	-5.579	4 11
#FF0000	4	74.009693	74.009693	1	-1	BIC 74009693	BIC.thresh	-5.579	4 11
#FF0000	4	87.035689	87.035689	1	-1	BIC 87035689	BIC.thresh	-5.579	4 11
#FF0000	4	89.422076	89.422076	1	-1	BIC 89422076	BIC.thresh	-5.579	4 11
#FF0000	4	114.38687	114.38687	1	-1	BIC 114386870	BIC.thresh	-5.579	4 11
#FF0000	4	117.006524	117.006524	1	-1	BIC 117006524	BIC.thresh	-5.579	4 11
#FF0000	4	117.031956	117.031956	1	-1	BIC 117031956	BIC.thresh	-5.579	4 11
#FF0000	4	117.671318	117.671318	1	-1	BIC 117671318	BIC.thresh	-5.579	4 11
#FF0000	4	119.006612	119.006612	1	-1	BIC 119006612	BIC.thresh	-5.579	4 11
#FF0000	4	122.319428	122.319428	1	-1	BIC 122319428	BIC.thresh	-5.579	4 11
#FF0000	4	124.700483	124.700483	1	-1	BIC 124700483	BIC.thresh	-5.579	4 11
#FF0000	4	133.594824	133.594824	1	-1	BIC 133594824	BIC.thresh	-5.579	4 11
#FF0000	4	38.023519	38.023519	1	-1	BIC 38023519	BIC.thresh	-5.579	4 17
#FF0000	4	38.492842	38.492842	1	-1	BIC 38492842	BIC.thresh	-5.579	4 17
#FF0000	4	39.345693	39.345693	1	-1	BIC 39345693	BIC.thresh	-5.579	4 17
#FF0000	4	41.646489	41.646489	1	-1	BIC 41646489	BIC.thresh	-5.579	4 17
#FF0000	4	46.437733	46.437733	1	-1	BIC 46437733	BIC.thresh	-5.579	4 17
#FF0000	4	47.188569	47.188569	1	-1	BIC 47188569	BIC.thresh	-5.579	4 17
#FF0000	4	47.907456	47.907456	1	-1	BIC 47907456	BIC.thresh	-5.579	4 17
#FF0000	4	50.145921	50.145921	1	-1	BIC 50145921	BIC.thresh	-5.579	4 17
#FF0000	4	56.791296	56.791296	1	-1	BIC 56791296	BIC.thresh	-5.579	4 17
#FF0000	4	58.017039	58.017039	1	-1	BIC 58017039	BIC.thresh	-5.579	4 17
#FF0000	4	59.443039	59.443039	1	-1	BIC 59443039	BIC.thresh	-5.579	4 17
#FF0000	4	60.655406	60.655406	1	-1	BIC 60655406	BIC.thresh	-5.579	4 17
#FF0000	4	65.332877	65.332877	1	-1	BIC 65332877	BIC.thresh	-5.579	4 17
#FF0000	4	66.715593	66.715593	1	-1	BIC 66715593	BIC.thresh	-5.579	4 17
#FF0000	4	70.602478	70.602478	1	-1	BIC 70602478	BIC.thresh	-5.579	4 17
#FF0000	4	70.980637	70.980637	1	-1	BIC 70980637	BIC.thresh	-5.579	4 17
#FF0000	4	72.235585	72.235585	1	-1	BIC 72235585	BIC.thresh	-5.579	4 17
#FF0000	4	75.290222	75.290222	1	-1	BIC 75290222	BIC.thresh	-5.579	4 17
#FF0000	4	76.596868	76.596868	1	-1	BIC 76596868	BIC.thresh	-5.579	4 17
#FF0000	4	16.46518	16.46518	1	-1	BIC 16465180	BIC.thresh	-5.579	6 1
#FF0000	4	16.883	16.883	1	-1	BIC 16883000	BIC.thresh	-5.579	6 1
#FF0000	4	21.495681	21.495681	1	-1	BIC 21495681	BIC.thresh	-5.579	6 1
#FF0000	4	21.713757	21.713757	1	-1	BIC 21713757	BIC.thresh	-5.579	6 1
#FF0000	4	33.089541	33.089541	1	-1	BIC 33089541	BIC.thresh	-5.579	6 1
#FF0000	4	38.084035	38.084035	1	-1	BIC 38084035	BIC.thresh	-5.579	6 1
#FF0000	4	47.356012	47.356012	1	-1	BIC 47356012	BIC.thresh	-5.579	6 1
#FF0000	4	51.769967	51.769967	1	-1	BIC 51769967	BIC.thresh	-5.579	6 1
#FF0000	4	55.279763	55.279763	1	-1	BIC 55279763	BIC.thresh	-5.579	6 1
#FF0000	4	102.835963	102.835963	1	-1	BIC 102835963	BIC.thresh	-5.579	6 1
#FF0000	4	104.441425	104.441425	1	-1	BIC 104441425	BIC.thresh	-5.579	6 1
#FF0000	4	116.338034	116.338034	1	-1	BIC 116338034	BIC.thresh	-5.579	6 1
#FF0000	4	116.88965	116.88965	1	-1	BIC 116889650	BIC.thresh	-5.579	6 1
#FF0000	4	142.821355	142.821355	1	-1	BIC 142821355	BIC.thresh	-5.579	6 1
#FF0000	4	143.383207	143.383207	1	-1	BIC 143383207	BIC.thresh	-5.579	6 1
#FF0000	4	146.05786	146.05786	1	-1	BIC 146057860	BIC.thresh	-5.579	6 1
#FF0000	4	154.934564	154.934564	1	-1	BIC 154934564	BIC.thresh	-5.579	6 1
#FF0000	4	172.803971	172.803971	1	-1	BIC 172803971	BIC.thresh	-5.579	6 1
#FF0000	4	173.659873	173.659873	1	-1	BIC 173659873	BIC.thresh	-5.579	6 1
#FF0000	4	23.157223	23.157223	1	-1	BIC 23157223	BIC.thresh	-5.579	6 2
#FF0000	4	24.436472	24.436472	1	-1	BIC 24436472	BIC.thresh	-5.579	6 2
#FF0000	4	37.041308	37.041308	1	-1	BIC 37041308	BIC.thresh	-5.579	6 2
#FF0000	4	37.527274	37.527274	1	-1	BIC 37527274	BIC.thresh	-5.579	6 2
#FF0000	4	70.489076	70.489076	1	-1	BIC 70489076	BIC.thresh	-5.579	6 2
#FF0000	4	70.554552	70.554552	1	-1	BIC 70554552	BIC.thresh	-5.579	6 2
#FF0000	4	91.249313	91.249313	1	-1	BIC 91249313	BIC.thresh	-5.579	6 2
#FF0000	4	95.156523	95.156523	1	-1	BIC 95156523	BIC.thresh	-5.579	6 2
#FF0000	4	107.593846	107.593846	1	-1	BIC 107593846	BIC.thresh	-5.579	6 2
#FF0000	4	110.334272	110.334272	1	-1	BIC 110334272	BIC.thresh	-5.579	6 2
#FF0000	4	127.920469	127.920469	1	-1	BIC 127920469	BIC.thresh	-5.579	6 2
#FF0000	4	128.402427	128.402427	1	-1	BIC 128402427	BIC.thresh	-5.579	6 2
#FF0000	4	131.908319	131.908319	1	-1	BIC 131908319	BIC.thresh	-5.579	6 2
#FF0000	4	132.849425	132.849425	1	-1	BIC 132849425	BIC.thresh	-5.579	6 2
#FF0000	4	147.191973	147.191973	1	-1	BIC 147191973	BIC.thresh	-5.579	6 2
#FF0000	4	219.038822	219.038822	1	-1	BIC 219038822	BIC.thresh	-5.579	6 2
#FF0000	4	219.95645	219.95645	1	-1	BIC 219956450	BIC.thresh	-5.579	6 2
#FF0000	4	50.2377	50.2377	1	-1	BIC 50237700	BIC.thresh	-5.579	6 3
#FF0000	4	50.396635	50.396635	1	-1	BIC 50396635	BIC.thresh	-5.579	6 3
#FF0000	4	55.987898	55.987898	1	-1	BIC 55987898	BIC.thresh	-5.579	6 3
#FF0000	4	58.992111	58.992111	1	-1	BIC 58992111	BIC.thresh	-5.579	6 3
#FF0000	4	68.990586	68.990586	1	-1	BIC 68990586	BIC.thresh	-5.579	6 3
#FF0000	4	149.3194	149.3194	1	-1	BIC 149319400	BIC.thresh	-5.579	6 3
#FF0000	4	149.749621	149.749621	1	-1	BIC 149749621	BIC.thresh	-5.579	6 3
#FF0000	4	177.884436	177.884436	1	-1	BIC 177884436	BIC.thresh	-5.579	6 3
#FF0000	4	179.14626	179.14626	1	-1	BIC 179146260	BIC.thresh	-5.579	6 3
#FF0000	4	1.86314	1.86314	1	-1	BIC 1863140	BIC.thresh	-5.579	6 4
#FF0000	4	1.958671	1.958671	1	-1	BIC 1958671	BIC.thresh	-5.579	6 4
#FF0000	4	2.794641	2.794641	1	-1	BIC 2794641	BIC.thresh	-5.579	6 4
#FF0000	4	7.670172	7.670172	1	-1	BIC 7670172	BIC.thresh	-5.579	6 4
#FF0000	4	48.010309	48.010309	1	-1	BIC 48010309	BIC.thresh	-5.579	6 4
#FF0000	4	51.095066	51.095066	1	-1	BIC 51095066	BIC.thresh	-5.579	6 4
#FF0000	4	117.979502	117.979502	1	-1	BIC 117979502	BIC.thresh	-5.579	6 4
#FF0000	4	119.691472	119.691472	1	-1	BIC 119691472	BIC.thresh	-5.579	6 4
#FF0000	4	122.403016	122.403016	1	-1	BIC 122403016	BIC.thresh	-5.579	6 4
#FF0000	4	122.96764	122.96764	1	-1	BIC 122967640	BIC.thresh	-5.579	6 4
#FF0000	4	122.986226	122.986226	1	-1	BIC 122986226	BIC.thresh	-5.579	6 4
#FF0000	4	123.421873	123.421873	1	-1	BIC 123421873	BIC.thresh	-5.579	6 4
#FF0000	4	150.620322	150.620322	1	-1	BIC 150620322	BIC.thresh	-5.579	6 4
#FF0000	4	155.304517	155.304517	1	-1	BIC 155304517	BIC.thresh	-5.579	6 4
#FF0000	4	156.239891	156.239891	1	-1	BIC 156239891	BIC.thresh	-5.579	6 4
#FF0000	4	185.461913	185.461913	1	-1	BIC 185461913	BIC.thresh	-5.579	6 4
#FF0000	4	185.61119	185.61119	1	-1	BIC 185611190	BIC.thresh	-5.579	6 4
