colour	x	xend	y	yend	key	showSelected.variable	showSelected.value	PANEL
#FF0000	1.62558767318528	1.62558767318528	-3.95341232681472	-2.43732789951484	BIC 8 3	BIC.thresh	-5.579	1
#FF0000	1.58571921956013	1.58571921956013	-3.99328078043987	-1.24650632092422	BIC 8 4	BIC.thresh	-5.579	1
#FF0000	1.58879425075762	1.58879425075762	-3.99020574924238	-3.99020574924238	BIC 8 11	BIC.thresh	-5.579	1
#FF0000	1.61680125683511	1.61680125683511	-3.96219874316489	-3.96219874316489	BIC 8 17	BIC.thresh	-5.579	1
#FF0000	1.83743301017525	1.83743301017525	-3.74156698982475	-1.50791410241527	BIC 10 1	BIC.thresh	-5.579	1
#FF0000	1.75770146642842	1.75770146642842	-3.82129853357158	-2.24743277679978	BIC 10 2	BIC.thresh	-5.579	1
#FF0000	1.71363144271043	1.71363144271043	-3.86536855728957	-2.37206425088304	BIC 10 3	BIC.thresh	-5.579	1
#FF0000	1.69892391754576	1.69892391754576	-3.88007608245425	-3.83417364430955	BIC 10 4	BIC.thresh	-5.579	1
#FF0000	1.66644278137904	1.66644278137904	-3.91255721862096	-2.60448041546997	BIC 10 11	BIC.thresh	-5.579	1
#FF0000	1.65564225297093	1.65564225297093	-3.92335774702907	-1.44599430482559	BIC 10 17	BIC.thresh	-5.579	1
#FF0000	1.82528414497544	1.82528414497544	-3.75371585502456	-3.75371585502456	BIC 11 1	BIC.thresh	-5.579	1
#FF0000	1.73084936145537	1.73084936145537	-3.84815063854463	-0.456570392651195	BIC 11 2	BIC.thresh	-5.579	1
#FF0000	1.68181036945077	1.68181036945077	-3.89718963054923	-0.249593970642512	BIC 11 3	BIC.thresh	-5.579	1
#FF0000	1.64514931173688	1.64514931173688	-3.93385068826312	-3.93385068826312	BIC 11 4	BIC.thresh	-5.579	1
#FF0000	1.62801433742922	1.62801433742922	-3.95098566257078	0.552800358347374	BIC 11 11	BIC.thresh	-5.579	1
#FF0000	1.64406148502088	1.64406148502088	-3.93493851497912	1.03693235764513	BIC 11 17	BIC.thresh	-5.579	1
#FF0000	1.86801543418726	1.86801543418726	-3.71098456581274	0.366866754402124	BIC 13 1	BIC.thresh	-5.579	1
#FF0000	1.7952572364601	1.7952572364601	-3.7837427635399	-2.52677122267308	BIC 13 2	BIC.thresh	-5.579	1
#FF0000	1.78653041485268	1.78653041485268	-3.79246958514732	-2.48507949525124	BIC 13 3	BIC.thresh	-5.579	1
#FF0000	1.75346059894141	1.75346059894141	-3.82553940105859	-1.54283966348088	BIC 13 4	BIC.thresh	-5.579	1
#FF0000	1.69737287371485	1.69737287371485	-3.88162712628515	-1.59313273785538	BIC 13 11	BIC.thresh	-5.579	1
#FF0000	1.70718670661173	1.70718670661173	-3.87181329338827	-2.44940446306835	BIC 13 17	BIC.thresh	-5.579	1
#FF0000	1.81827275212282	1.81827275212282	-3.52872724787718	0.195727051766757	BIC 1 1	BIC.thresh	-5.347	1
#FF0000	1.708642484306	1.708642484306	-3.63835751569401	-1.1087553605429	BIC 1 2	BIC.thresh	-5.347	1
#FF0000	1.65866101678505	1.65866101678505	-3.68833898321495	-1.00065642410924	BIC 1 3	BIC.thresh	-5.347	1
#FF0000	1.61680125683511	1.61680125683511	-3.73019874316489	-0.995123241844028	BIC 1 4	BIC.thresh	-5.347	1
#FF0000	1.61808543795914	1.61808543795914	-3.72891456204087	-3.72891456204087	BIC 1 11	BIC.thresh	-5.347	1
#FF0000	1.63737667622902	1.63737667622902	-3.70962332377098	-1.81065319423307	BIC 1 17	BIC.thresh	-5.347	1
#FF0000	1.8015651024153	1.8015651024153	-3.5454348975847	-3.5454348975847	BIC 4 1	BIC.thresh	-5.347	1
#FF0000	1.69659148379588	1.69659148379588	-3.65040851620412	-3.65040851620412	BIC 4 2	BIC.thresh	-5.347	1
#FF0000	1.63737667622902	1.63737667622902	-3.70962332377098	-3.70962332377098	BIC 4 3	BIC.thresh	-5.347	1
#FF0000	1.60615385014149	1.60615385014149	-3.74084614985851	-3.74084614985851	BIC 4 4	BIC.thresh	-5.347	1
#FF0000	1.60752259674322	1.60752259674322	-3.73947740325678	-3.73947740325678	BIC 4 11	BIC.thresh	-5.347	1
#FF0000	1.61550704222902	1.61550704222902	-3.73149295777098	-3.73149295777098	BIC 4 17	BIC.thresh	-5.347	1
#FF0000	1.83743301017525	1.83743301017525	-3.50956698982475	-0.694428755856871	BIC 6 1	BIC.thresh	-5.347	1
#FF0000	1.75874286533891	1.75874286533891	-3.58825713466109	-2.4887060208859	BIC 6 2	BIC.thresh	-5.347	1
#FF0000	1.71292862109817	1.71292862109817	-3.63407137890183	-3.44756655828744	BIC 6 3	BIC.thresh	-5.347	1
#FF0000	1.69969364431463	1.69969364431463	-3.64730635568537	-3.03711252743929	BIC 6 4	BIC.thresh	-5.347	1
#FF0000	1.66644278137904	1.66644278137904	-3.68055721862096	-3.14523459850271	BIC 6 11	BIC.thresh	-5.347	1
#FF0000	1.65564225297093	1.65564225297093	-3.69135774702907	-0.892319064459033	BIC 6 17	BIC.thresh	-5.347	1
#FF0000	1.79404271996657	1.79404271996657	-3.55295728003343	-0.552651313503627	BIC 8 1	BIC.thresh	-5.347	1
#FF0000	1.68181036945077	1.68181036945077	-3.66518963054923	-3.66518963054923	BIC 8 2	BIC.thresh	-5.347	1
#FF0000	1.62558767318528	1.62558767318528	-3.72141232681472	-2.43732789951484	BIC 8 3	BIC.thresh	-5.347	1
#FF0000	1.58571921956013	1.58571921956013	-3.76128078043987	-1.24650632092422	BIC 8 4	BIC.thresh	-5.347	1
#FF0000	1.58879425075762	1.58879425075762	-3.75820574924238	-3.75820574924238	BIC 8 11	BIC.thresh	-5.347	1
#FF0000	1.61680125683511	1.61680125683511	-3.73019874316489	-3.73019874316489	BIC 8 17	BIC.thresh	-5.347	1
#FF0000	1.83743301017525	1.83743301017525	-3.50956698982475	-1.50791410241527	BIC 10 1	BIC.thresh	-5.347	1
#FF0000	1.75770146642842	1.75770146642842	-3.58929853357158	-2.24743277679978	BIC 10 2	BIC.thresh	-5.347	1
#FF0000	1.71363144271043	1.71363144271043	-3.63336855728957	-2.37206425088304	BIC 10 3	BIC.thresh	-5.347	1
#FF0000	1.69892391754576	1.69892391754576	-3.64807608245425	-3.64807608245425	BIC 10 4	BIC.thresh	-5.347	1
#FF0000	1.66644278137904	1.66644278137904	-3.68055721862096	-2.60448041546997	BIC 10 11	BIC.thresh	-5.347	1
#FF0000	1.65564225297093	1.65564225297093	-3.69135774702907	-1.44599430482559	BIC 10 17	BIC.thresh	-5.347	1
#FF0000	1.82528414497544	1.82528414497544	-3.52171585502456	-3.52171585502456	BIC 11 1	BIC.thresh	-5.347	1
#FF0000	1.73084936145537	1.73084936145537	-3.61615063854463	-0.456570392651195	BIC 11 2	BIC.thresh	-5.347	1
#FF0000	1.68181036945077	1.68181036945077	-3.66518963054923	-0.249593970642512	BIC 11 3	BIC.thresh	-5.347	1
#FF0000	1.64514931173688	1.64514931173688	-3.70185068826312	-3.70185068826312	BIC 11 4	BIC.thresh	-5.347	1
#FF0000	1.62801433742922	1.62801433742922	-3.71898566257078	0.552800358347374	BIC 11 11	BIC.thresh	-5.347	1
#FF0000	1.64406148502088	1.64406148502088	-3.70293851497912	1.03693235764513	BIC 11 17	BIC.thresh	-5.347	1
#FF0000	1.86801543418726	1.86801543418726	-3.47898456581274	0.366866754402124	BIC 13 1	BIC.thresh	-5.347	1
#FF0000	1.7952572364601	1.7952572364601	-3.5517427635399	-2.52677122267308	BIC 13 2	BIC.thresh	-5.347	1
#FF0000	1.78653041485268	1.78653041485268	-3.56046958514732	-2.48507949525124	BIC 13 3	BIC.thresh	-5.347	1
#FF0000	1.75346059894141	1.75346059894141	-3.59353940105859	-1.54283966348088	BIC 13 4	BIC.thresh	-5.347	1
#FF0000	1.69737287371485	1.69737287371485	-3.64962712628515	-1.59313273785538	BIC 13 11	BIC.thresh	-5.347	1
#FF0000	1.70718670661173	1.70718670661173	-3.63981329338827	-2.44940446306835	BIC 13 17	BIC.thresh	-5.347	1
#FF0000	1.81827275212282	1.81827275212282	-3.16772724787718	0.195727051766757	BIC 1 1	BIC.thresh	-4.986	1
#FF0000	1.708642484306	1.708642484306	-3.277357515694	-1.1087553605429	BIC 1 2	BIC.thresh	-4.986	1
#FF0000	1.65866101678505	1.65866101678505	-3.32733898321495	-1.00065642410924	BIC 1 3	BIC.thresh	-4.986	1
#FF0000	1.61680125683511	1.61680125683511	-3.36919874316489	-0.995123241844028	BIC 1 4	BIC.thresh	-4.986	1
#FF0000	1.61808543795914	1.61808543795914	-3.36791456204086	-3.36791456204086	BIC 1 11	BIC.thresh	-4.986	1
#FF0000	1.63737667622902	1.63737667622902	-3.34862332377098	-1.81065319423307	BIC 1 17	BIC.thresh	-4.986	1
#FF0000	1.8015651024153	1.8015651024153	-3.1844348975847	-3.1844348975847	BIC 4 1	BIC.thresh	-4.986	1
#FF0000	1.69659148379588	1.69659148379588	-3.28940851620412	-3.28940851620412	BIC 4 2	BIC.thresh	-4.986	1
#FF0000	1.63737667622902	1.63737667622902	-3.34862332377098	-3.34862332377098	BIC 4 3	BIC.thresh	-4.986	1
#FF0000	1.60615385014149	1.60615385014149	-3.37984614985851	-3.37984614985851	BIC 4 4	BIC.thresh	-4.986	1
#FF0000	1.60752259674322	1.60752259674322	-3.37847740325678	-3.37847740325678	BIC 4 11	BIC.thresh	-4.986	1
#FF0000	1.61550704222902	1.61550704222902	-3.37049295777098	-3.37049295777098	BIC 4 17	BIC.thresh	-4.986	1
#FF0000	1.83743301017525	1.83743301017525	-3.14856698982475	-0.694428755856871	BIC 6 1	BIC.thresh	-4.986	1
#FF0000	1.75874286533891	1.75874286533891	-3.22725713466109	-2.4887060208859	BIC 6 2	BIC.thresh	-4.986	1
#FF0000	1.71292862109817	1.71292862109817	-3.27307137890183	-3.27307137890183	BIC 6 3	BIC.thresh	-4.986	1
#FF0000	1.69969364431463	1.69969364431463	-3.28630635568537	-3.03711252743929	BIC 6 4	BIC.thresh	-4.986	1
#FF0000	1.66644278137904	1.66644278137904	-3.31955721862096	-3.14523459850271	BIC 6 11	BIC.thresh	-4.986	1
#FF0000	1.65564225297093	1.65564225297093	-3.33035774702907	-0.892319064459033	BIC 6 17	BIC.thresh	-4.986	1
#FF0000	1.79404271996657	1.79404271996657	-3.19195728003343	-0.552651313503627	BIC 8 1	BIC.thresh	-4.986	1
#FF0000	1.68181036945077	1.68181036945077	-3.30418963054923	-3.30418963054923	BIC 8 2	BIC.thresh	-4.986	1
#FF0000	1.62558767318528	1.62558767318528	-3.36041232681472	-2.43732789951484	BIC 8 3	BIC.thresh	-4.986	1
#FF0000	1.58571921956013	1.58571921956013	-3.40028078043987	-1.24650632092422	BIC 8 4	BIC.thresh	-4.986	1
#FF0000	1.58879425075762	1.58879425075762	-3.39720574924238	-3.39720574924238	BIC 8 11	BIC.thresh	-4.986	1
#FF0000	1.61680125683511	1.61680125683511	-3.36919874316489	-3.36919874316489	BIC 8 17	BIC.thresh	-4.986	1
#FF0000	1.83743301017525	1.83743301017525	-3.14856698982475	-1.50791410241527	BIC 10 1	BIC.thresh	-4.986	1
#FF0000	1.75770146642842	1.75770146642842	-3.22829853357158	-2.24743277679978	BIC 10 2	BIC.thresh	-4.986	1
#FF0000	1.71363144271043	1.71363144271043	-3.27236855728957	-2.37206425088304	BIC 10 3	BIC.thresh	-4.986	1
#FF0000	1.69892391754576	1.69892391754576	-3.28707608245425	-3.28707608245425	BIC 10 4	BIC.thresh	-4.986	1
#FF0000	1.66644278137904	1.66644278137904	-3.31955721862096	-2.60448041546997	BIC 10 11	BIC.thresh	-4.986	1
#FF0000	1.65564225297093	1.65564225297093	-3.33035774702907	-1.4459943048256	BIC 10 17	BIC.thresh	-4.986	1
#FF0000	1.82528414497544	1.82528414497544	-3.16071585502456	-3.16071585502456	BIC 11 1	BIC.thresh	-4.986	1
#FF0000	1.73084936145537	1.73084936145537	-3.25515063854463	-0.456570392651195	BIC 11 2	BIC.thresh	-4.986	1
#FF0000	1.68181036945077	1.68181036945077	-3.30418963054923	-0.249593970642512	BIC 11 3	BIC.thresh	-4.986	1
#FF0000	1.64514931173688	1.64514931173688	-3.34085068826312	-3.34085068826312	BIC 11 4	BIC.thresh	-4.986	1
#FF0000	1.62801433742922	1.62801433742922	-3.35798566257078	0.552800358347374	BIC 11 11	BIC.thresh	-4.986	1
#FF0000	1.64406148502088	1.64406148502088	-3.34193851497912	1.03693235764513	BIC 11 17	BIC.thresh	-4.986	1
#FF0000	1.86801543418726	1.86801543418726	-3.11798456581274	0.366866754402124	BIC 13 1	BIC.thresh	-4.986	1
#FF0000	1.7952572364601	1.7952572364601	-3.1907427635399	-2.52677122267308	BIC 13 2	BIC.thresh	-4.986	1
#FF0000	1.78653041485268	1.78653041485268	-3.19946958514732	-2.48507949525124	BIC 13 3	BIC.thresh	-4.986	1
#FF0000	1.75346059894141	1.75346059894141	-3.23253940105859	-1.54283966348088	BIC 13 4	BIC.thresh	-4.986	1
#FF0000	1.69737287371485	1.69737287371485	-3.28862712628515	-1.59313273785538	BIC 13 11	BIC.thresh	-4.986	1
#FF0000	1.70718670661173	1.70718670661173	-3.27881329338827	-2.44940446306835	BIC 13 17	BIC.thresh	-4.986	1
#FF0000	1.81827275212282	1.81827275212282	-2.95572724787718	0.195727051766757	BIC 1 1	BIC.thresh	-4.774	1
#FF0000	1.708642484306	1.708642484306	-3.065357515694	-1.1087553605429	BIC 1 2	BIC.thresh	-4.774	1
#FF0000	1.65866101678505	1.65866101678505	-3.11533898321495	-1.00065642410924	BIC 1 3	BIC.thresh	-4.774	1
#FF0000	1.61680125683511	1.61680125683511	-3.15719874316489	-0.995123241844028	BIC 1 4	BIC.thresh	-4.774	1
#FF0000	1.61808543795914	1.61808543795914	-3.15591456204086	-3.15591456204086	BIC 1 11	BIC.thresh	-4.774	1
#FF0000	1.63737667622902	1.63737667622902	-3.13662332377098	-1.81065319423307	BIC 1 17	BIC.thresh	-4.774	1
#FF0000	1.8015651024153	1.8015651024153	-2.9724348975847	-2.9724348975847	BIC 4 1	BIC.thresh	-4.774	1
#FF0000	1.69659148379588	1.69659148379588	-3.07740851620412	-3.07740851620412	BIC 4 2	BIC.thresh	-4.774	1
#FF0000	1.63737667622902	1.63737667622902	-3.13662332377098	-3.13662332377098	BIC 4 3	BIC.thresh	-4.774	1
#FF0000	1.60615385014149	1.60615385014149	-3.16784614985851	-3.16784614985851	BIC 4 4	BIC.thresh	-4.774	1
#FF0000	1.60752259674322	1.60752259674322	-3.16647740325678	-3.16647740325678	BIC 4 11	BIC.thresh	-4.774	1
#FF0000	1.61550704222902	1.61550704222902	-3.15849295777098	-3.15849295777098	BIC 4 17	BIC.thresh	-4.774	1
#FF0000	1.83743301017525	1.83743301017525	-2.93656698982475	-0.694428755856871	BIC 6 1	BIC.thresh	-4.774	1
#FF0000	1.75874286533891	1.75874286533891	-3.01525713466109	-2.4887060208859	BIC 6 2	BIC.thresh	-4.774	1
#FF0000	1.71292862109817	1.71292862109817	-3.06107137890183	-3.06107137890183	BIC 6 3	BIC.thresh	-4.774	1
#FF0000	1.69969364431463	1.69969364431463	-3.07430635568537	-3.03711252743929	BIC 6 4	BIC.thresh	-4.774	1
#FF0000	1.66644278137904	1.66644278137904	-3.10755721862096	-3.10755721862096	BIC 6 11	BIC.thresh	-4.774	1
#FF0000	1.65564225297093	1.65564225297093	-3.11835774702907	-0.892319064459033	BIC 6 17	BIC.thresh	-4.774	1
#FF0000	1.79404271996657	1.79404271996657	-2.97995728003343	-0.552651313503627	BIC 8 1	BIC.thresh	-4.774	1
#FF0000	1.68181036945077	1.68181036945077	-3.09218963054923	-3.09218963054923	BIC 8 2	BIC.thresh	-4.774	1
#FF0000	1.62558767318528	1.62558767318528	-3.14841232681472	-2.43732789951484	BIC 8 3	BIC.thresh	-4.774	1
#FF0000	1.58571921956013	1.58571921956013	-3.18828078043987	-1.24650632092422	BIC 8 4	BIC.thresh	-4.774	1
#FF0000	1.58879425075762	1.58879425075762	-3.18520574924238	-3.18520574924238	BIC 8 11	BIC.thresh	-4.774	1
#FF0000	1.61680125683511	1.61680125683511	-3.15719874316489	-3.15719874316489	BIC 8 17	BIC.thresh	-4.774	1
#FF0000	1.83743301017525	1.83743301017525	-2.93656698982475	-1.50791410241527	BIC 10 1	BIC.thresh	-4.774	1
#FF0000	1.75770146642842	1.75770146642842	-3.01629853357158	-2.24743277679978	BIC 10 2	BIC.thresh	-4.774	1
#FF0000	1.71363144271043	1.71363144271043	-3.06036855728957	-2.37206425088304	BIC 10 3	BIC.thresh	-4.774	1
#FF0000	1.69892391754576	1.69892391754576	-3.07507608245425	-3.07507608245425	BIC 10 4	BIC.thresh	-4.774	1
#FF0000	1.66644278137904	1.66644278137904	-3.10755721862096	-2.60448041546997	BIC 10 11	BIC.thresh	-4.774	1
#FF0000	1.65564225297093	1.65564225297093	-3.11835774702907	-1.4459943048256	BIC 10 17	BIC.thresh	-4.774	1
#FF0000	1.82528414497544	1.82528414497544	-2.94871585502456	-2.94871585502456	BIC 11 1	BIC.thresh	-4.774	1
#FF0000	1.73084936145537	1.73084936145537	-3.04315063854463	-0.456570392651195	BIC 11 2	BIC.thresh	-4.774	1
#FF0000	1.68181036945077	1.68181036945077	-3.09218963054923	-0.249593970642512	BIC 11 3	BIC.thresh	-4.774	1
#FF0000	1.64514931173688	1.64514931173688	-3.12885068826312	-3.12885068826312	BIC 11 4	BIC.thresh	-4.774	1
#FF0000	1.62801433742922	1.62801433742922	-3.14598566257078	0.552800358347374	BIC 11 11	BIC.thresh	-4.774	1
#FF0000	1.64406148502088	1.64406148502088	-3.12993851497912	1.03693235764513	BIC 11 17	BIC.thresh	-4.774	1
#FF0000	1.86801543418726	1.86801543418726	-2.90598456581274	0.366866754402124	BIC 13 1	BIC.thresh	-4.774	1
#FF0000	1.7952572364601	1.7952572364601	-2.9787427635399	-2.52677122267308	BIC 13 2	BIC.thresh	-4.774	1
#FF0000	1.78653041485268	1.78653041485268	-2.98746958514732	-2.48507949525124	BIC 13 3	BIC.thresh	-4.774	1
#FF0000	1.75346059894141	1.75346059894141	-3.02053940105859	-1.54283966348088	BIC 13 4	BIC.thresh	-4.774	1
#FF0000	1.69737287371485	1.69737287371485	-3.07662712628515	-1.59313273785538	BIC 13 11	BIC.thresh	-4.774	1
#FF0000	1.70718670661173	1.70718670661173	-3.06681329338827	-2.44940446306835	BIC 13 17	BIC.thresh	-4.774	1
#FF0000	1.81827275212282	1.81827275212282	-2.71072724787718	0.195727051766757	BIC 1 1	BIC.thresh	-4.529	1
#FF0000	1.708642484306	1.708642484306	-2.820357515694	-1.1087553605429	BIC 1 2	BIC.thresh	-4.529	1
#FF0000	1.65866101678505	1.65866101678505	-2.87033898321495	-1.00065642410924	BIC 1 3	BIC.thresh	-4.529	1
#FF0000	1.61680125683511	1.61680125683511	-2.91219874316489	-0.995123241844028	BIC 1 4	BIC.thresh	-4.529	1
#FF0000	1.61808543795914	1.61808543795914	-2.91091456204086	-2.91091456204086	BIC 1 11	BIC.thresh	-4.529	1
#FF0000	1.63737667622902	1.63737667622902	-2.89162332377098	-1.81065319423307	BIC 1 17	BIC.thresh	-4.529	1
#FF0000	1.8015651024153	1.8015651024153	-2.7274348975847	-2.7274348975847	BIC 4 1	BIC.thresh	-4.529	1
#FF0000	1.69659148379588	1.69659148379588	-2.83240851620412	-2.83240851620412	BIC 4 2	BIC.thresh	-4.529	1
#FF0000	1.63737667622902	1.63737667622902	-2.89162332377098	-2.89162332377098	BIC 4 3	BIC.thresh	-4.529	1
#FF0000	1.60615385014149	1.60615385014149	-2.92284614985851	-2.92284614985851	BIC 4 4	BIC.thresh	-4.529	1
#FF0000	1.60752259674322	1.60752259674322	-2.92147740325678	-2.92147740325678	BIC 4 11	BIC.thresh	-4.529	1
#FF0000	1.61550704222902	1.61550704222902	-2.91349295777098	-2.91349295777098	BIC 4 17	BIC.thresh	-4.529	1
#FF0000	1.83743301017525	1.83743301017525	-2.69156698982475	-0.694428755856871	BIC 6 1	BIC.thresh	-4.529	1
#FF0000	1.75874286533891	1.75874286533891	-2.77025713466109	-2.4887060208859	BIC 6 2	BIC.thresh	-4.529	1
#FF0000	1.71292862109817	1.71292862109817	-2.81607137890183	-2.81607137890183	BIC 6 3	BIC.thresh	-4.529	1
#FF0000	1.69969364431463	1.69969364431463	-2.82930635568537	-2.82930635568537	BIC 6 4	BIC.thresh	-4.529	1
#FF0000	1.66644278137904	1.66644278137904	-2.86255721862096	-2.86255721862096	BIC 6 11	BIC.thresh	-4.529	1
#FF0000	1.65564225297093	1.65564225297093	-2.87335774702907	-0.892319064459033	BIC 6 17	BIC.thresh	-4.529	1
#FF0000	1.79404271996657	1.79404271996657	-2.73495728003343	-0.552651313503627	BIC 8 1	BIC.thresh	-4.529	1
#FF0000	1.68181036945077	1.68181036945077	-2.84718963054923	-2.84718963054923	BIC 8 2	BIC.thresh	-4.529	1
#FF0000	1.62558767318528	1.62558767318528	-2.90341232681472	-2.43732789951484	BIC 8 3	BIC.thresh	-4.529	1
#FF0000	1.58571921956013	1.58571921956013	-2.94328078043987	-1.24650632092422	BIC 8 4	BIC.thresh	-4.529	1
#FF0000	1.58879425075762	1.58879425075762	-2.94020574924238	-2.94020574924238	BIC 8 11	BIC.thresh	-4.529	1
#FF0000	1.61680125683511	1.61680125683511	-2.91219874316489	-2.91219874316489	BIC 8 17	BIC.thresh	-4.529	1
#FF0000	1.83743301017525	1.83743301017525	-2.69156698982475	-1.50791410241527	BIC 10 1	BIC.thresh	-4.529	1
#FF0000	1.75770146642842	1.75770146642842	-2.77129853357158	-2.24743277679978	BIC 10 2	BIC.thresh	-4.529	1
#FF0000	1.71363144271043	1.71363144271043	-2.81536855728957	-2.37206425088304	BIC 10 3	BIC.thresh	-4.529	1
#FF0000	1.69892391754576	1.69892391754576	-2.83007608245425	-2.83007608245425	BIC 10 4	BIC.thresh	-4.529	1
#FF0000	1.66644278137904	1.66644278137904	-2.86255721862096	-2.60448041546997	BIC 10 11	BIC.thresh	-4.529	1
#FF0000	1.65564225297093	1.65564225297093	-2.87335774702907	-1.4459943048256	BIC 10 17	BIC.thresh	-4.529	1
#FF0000	1.82528414497544	1.82528414497544	-2.70371585502456	-2.70371585502456	BIC 11 1	BIC.thresh	-4.529	1
#FF0000	1.73084936145537	1.73084936145537	-2.79815063854463	-0.456570392651195	BIC 11 2	BIC.thresh	-4.529	1
#FF0000	1.68181036945077	1.68181036945077	-2.84718963054923	-0.249593970642512	BIC 11 3	BIC.thresh	-4.529	1
#FF0000	1.64514931173688	1.64514931173688	-2.88385068826312	-2.88385068826312	BIC 11 4	BIC.thresh	-4.529	1
#FF0000	1.62801433742922	1.62801433742922	-2.90098566257078	0.552800358347374	BIC 11 11	BIC.thresh	-4.529	1
#FF0000	1.64406148502088	1.64406148502088	-2.88493851497912	1.03693235764513	BIC 11 17	BIC.thresh	-4.529	1
#FF0000	1.86801543418726	1.86801543418726	-2.66098456581274	0.366866754402124	BIC 13 1	BIC.thresh	-4.529	1
#FF0000	1.7952572364601	1.7952572364601	-2.7337427635399	-2.52677122267308	BIC 13 2	BIC.thresh	-4.529	1
#FF0000	1.78653041485268	1.78653041485268	-2.74246958514732	-2.48507949525124	BIC 13 3	BIC.thresh	-4.529	1
#FF0000	1.75346059894141	1.75346059894141	-2.77553940105859	-1.54283966348088	BIC 13 4	BIC.thresh	-4.529	1
#FF0000	1.69737287371485	1.69737287371485	-2.83162712628515	-1.59313273785538	BIC 13 11	BIC.thresh	-4.529	1
#FF0000	1.70718670661173	1.70718670661173	-2.82181329338827	-2.44940446306835	BIC 13 17	BIC.thresh	-4.529	1
#FF0000	1.81827275212282	1.81827275212282	-2.47872724787718	0.195727051766757	BIC 1 1	BIC.thresh	-4.297	1
#FF0000	1.708642484306	1.708642484306	-2.588357515694	-1.1087553605429	BIC 1 2	BIC.thresh	-4.297	1
#FF0000	1.65866101678505	1.65866101678505	-2.63833898321495	-1.00065642410924	BIC 1 3	BIC.thresh	-4.297	1
#FF0000	1.61680125683511	1.61680125683511	-2.68019874316489	-0.995123241844028	BIC 1 4	BIC.thresh	-4.297	1
#FF0000	1.61808543795914	1.61808543795914	-2.67891456204086	-2.67891456204086	BIC 1 11	BIC.thresh	-4.297	1
#FF0000	1.63737667622902	1.63737667622902	-2.65962332377098	-1.81065319423307	BIC 1 17	BIC.thresh	-4.297	1
#FF0000	1.8015651024153	1.8015651024153	-2.4954348975847	-2.4954348975847	BIC 4 1	BIC.thresh	-4.297	1
#FF0000	1.69659148379588	1.69659148379588	-2.60040851620412	-2.60040851620412	BIC 4 2	BIC.thresh	-4.297	1
#FF0000	1.63737667622902	1.63737667622902	-2.65962332377098	-2.65962332377098	BIC 4 3	BIC.thresh	-4.297	1
#FF0000	1.60615385014149	1.60615385014149	-2.69084614985851	-2.69084614985851	BIC 4 4	BIC.thresh	-4.297	1
#FF0000	1.60752259674322	1.60752259674322	-2.68947740325678	-2.68947740325678	BIC 4 11	BIC.thresh	-4.297	1
